code,name,country_code,timezone
HOI,Hao Airport,PF,Pacific/Tahiti
HOK,Hooker Creek Airport,AU,Australia/Darwin
HOM,Homer Airport,US,America/Anchorage
HON,Huron Regional Airport,US,America/Chicago
HOO,Nhon Co Airfield,VN,Asia/Ho_Chi_Minh
HOQ,Hof-Plauen Airport,DE,Europe/Berlin
HOR,Horta Airport,PT,Atlantic/Azores
HOS,Chos Malal Airport,AR,America/Argentina/Salta
HOT,Memorial Field,US,America/Chicago
HOU,William P Hobby Airport,US,America/Chicago
HOV,Ørsta-Volda Airport Hovden,NO,Europe/Oslo
HOX,Hommalinn Airport,MM,Asia/Rangoon
HPA,Lifuka Island Airport,TO,Pacific/Tongatapu
HPB,Hooper Bay Airport,US,America/Nome
HPE,Hope Vale Airport,AU,Pacific/Port_Moresby
HPG,Shennongjia Hongping Airport,CN,Asia/Shanghai
HPH,Cat Bi International Airport,VN,Asia/Ho_Chi_Minh
HPN,Westchester County Airport,US,America/New_York
HPV,Princeville Airport,US,Pacific/Honolulu
HPY,Baytown Airport,US,America/Matamoros
HQM,Bowerman Airport,US,America/Vancouver
HRB,Taiping Airport,CN,Asia/Harbin
HRE,Robert Gabriel Mugabe International Airport,ZW,Africa/Harare
HRG,Hurghada International Airport,EG,Africa/Cairo
HRI,Mattala Rajapaksa International Airport,LK,Asia/Colombo
HRK,Kharkiv International Airport,UA,Europe/Zaporozhye
HRL,Valley International Airport,US,America/Chicago
HRM,Hassi R'Mel Airport,DZ,Africa/Algiers
HRO,Boone County Airport,US,America/Chicago
HRR,Herrera Airport,CO,America/Bogota
HRS,Harrismith Airport,ZA,Africa/Johannesburg
HRT,RAF Linton-On-Ouse,GB,Europe/London
HRY,Henbury Airport,AU,Australia/Eucla
HRZ,Walter Bündchen Airport,BR,America/Asuncion
HSB,Harrisburg-Raleigh Airport,US,America/Indiana/Vincennes
HSC,Shaoguan Guitou Airport,CN,Asia/Macau
HSG,Saga Airport,JP,Asia/Tokyo
HSH,Henderson Executive Airport,US,America/Los_Angeles
HSI,Hastings Municipal Airport,US,America/Denver
HSK,Huesca/Pirineos Airport,ES,Europe/Andorra
HSL,Huslia Airport,US,America/Nome
HSM,Horsham Airport,AU,Australia/Melbourne
HSN,Zhoushan Airport,CN,Asia/Shanghai
HSP,Ingalls Field,US,America/Indiana/Vevay
HSS,Hissar Airport,IN,Asia/Kolkata
HST,Homestead ARB Airport,US,America/Nassau
HSV,Huntsville International Carl T Jones Field,US,America/Chicago
HSZ,Hsinchu Air Base,TW,Asia/Taipei
HTA,Chita-Kadala Airport,RU,Asia/Yakutsk
HTG,Khatanga Airport,RU,Asia/Krasnoyarsk
HTI,Hamilton Island Airport,AU,Australia/Lindeman
HTL,Roscommon County - Blodgett Memorial Airport,US,America/Detroit
HTM,Khatgal Airport,MN,Asia/Ulaanbaatar
HTN,Hotan Airport,CN,Asia/Kashgar
HTO,East Hampton Airport,US,America/New_York
HTR,Hateruma Airport,JP,Asia/Tokyo
HTS,Tri-State/Milton J. Ferguson Field,US,America/New_York
HTT,Huatugou Airport,CN,Asia/Urumqi
HTU,Hopetoun Airport,AU,Australia/Melbourne
HTW,Lawrence County Airpark,US,America/Indiana/Vevay
HTY,Hatay Airport,TR,Asia/Damascus
HTZ,Hato Corozal Airport,CO,America/Bogota
HUA,Redstone Army Air Field,US,America/Indiana/Tell_City
HUB,Humbert River Airport,AU,Australia/Darwin
HUC,Humacao Airport,PR,America/Puerto_Rico
HUD,Humboldt Municipal Airport,US,America/Rainy_River
HUE,Humera Airport,ET,Africa/Addis_Ababa
HUF,Terre Haute Regional Airport Hulman Field,US,America/Indiana/Indianapolis
HUG,Huehuetenango Airport,GT,America/Guatemala
HUH,Huahine-Fare Airport,PF,Pacific/Tahiti
HUI,Phu Bai International Airport,VN,Asia/Ho_Chi_Minh
HUJ,Stan Stamper Municipal Airport,US,America/Matamoros
HUK,Hukuntsi Airport,BW,Africa/Gaborone
HUL,Houlton International Airport,US,America/Moncton
HUM,Houma Terrebonne Airport,US,America/Merida
HUN,Hualien Airport,TW,Asia/Taipei
HUQ,Hon Airport,LY,Africa/Tripoli
HUT,Hutchinson Municipal Airport,US,America/Denver
HUU,Alferez Fap David Figueroa Fernandini Airport,PE,America/Lima
HUW,Humaitá Airport,BR,America/Porto_Velho
HUX,Bahías de Huatulco International Airport,MX,America/Mexico_City
HUY,Humberside Airport,GB,Europe/London
HUZ,Huizhou Pingtan Airport,CN,Asia/Chongqing
HVA,Analalava Airport,MG,Indian/Antananarivo
HVB,Hervey Bay Airport,AU,Australia/Brisbane
HVD,Khovd Airport,MN,Asia/Ulaanbaatar
HVE,Hanksville Airport,US,America/Shiprock
HVG,Valan Airport,NO,Europe/Oslo
HVK,Hólmavík Airport,IS,Atlantic/Reykjavik
HVM,Krókstaðarmelar Airport,IS,Atlantic/Reykjavik
HVN,Tweed New Haven Airport,US,America/New_York
HVR,Havre City County Airport,US,America/Denver
HWA,Hawabango Airport,PG,Pacific/Port_Moresby
HWD,Hayward Executive Airport,US,America/Los_Angeles
HWK,Wilpena Pound Airport,AU,Australia/Adelaide
HWN,Hwange National Park Airport,ZW,Africa/Harare
HWO,North Perry Airport,US,America/Nassau
HXD,Delingha Airport,CN,America/Kentucky/Monticello
HXX,Hay Airport,AU,Australia/Sydney
HYA,Barnstable Municipal Boardman Polando Field,US,America/New_York
HYC,Wycombe Air Park,GB,Europe/London
HYD,Rajiv Gandhi International Airport,IN,Asia/Kolkata
HYF,Hayfields Airport,PG,Pacific/Port_Moresby
HYG,Hydaburg Seaplane Base,US,America/Metlakatla
HYN,Huangyan Luqiao Airport,CN,Asia/Shanghai
HYR,Sawyer County Airport,US,America/Atikokan
HYS,Hays Regional Airport,US,America/Chicago
HYV,Hyvinkää Airfield,FI,Europe/Helsinki
HZB,Merville-Calonne Airport,FR,Europe/Paris
HZG,Hanzhong Chenggu Airport,CN,Asia/Chongqing
HZH,Liping Airport,CN,Asia/Chongqing
HZK,Húsavík Airport,IS,Atlantic/Reykjavik
HZL,Hazleton Municipal Airport,US,America/New_York
HZP,Fort Mackay / Horizon Airport,CA,America/Edmonton
HZV,Hazyview Airport,ZA,Africa/Johannesburg
IAA,Igarka Airport,RU,Asia/Krasnoyarsk
IAB,Mc Connell Air Force Base,US,America/Chicago
IAD,Washington Dulles International Airport,US,America/New_York
IAG,Niagara Falls International Airport,US,America/New_York
IAH,George Bush Intercontinental Houston Airport,US,America/Chicago
IAL,Ialibu Airport,PG,Pacific/Port_Moresby
IAM,Zarzaitine - In Aménas Airport,DZ,Africa/Algiers
IAN,Bob Baker Memorial Airport,US,America/Anchorage
IAO,Siargao Airport,PH,Asia/Manila
IAR,Tunoshna Airport,RU,Europe/Moscow
IAS,Iaşi Airport,RO,Europe/Bucharest
IBA,Ibadan Airport,NG,Africa/Lagos
IBB,General Villamil Airport,EC,Pacific/Galapagos
IBE,Perales Airport,CO,America/Bogota
IBI,Iboki Airport,PG,Pacific/Port_Moresby
IBL,Indigo Bay Lodge Airport,MZ,Africa/Blantyre
IBO,Ibo Airport,MZ,Indian/Comoro
IBP,Iberia Airport,PE,America/Lima
IBR,Ibaraki Airport / JASDF Hyakuri Air Base,JP,Asia/Tokyo
IBZ,Ibiza Airport,ES,Europe/Madrid
ICA,Icabarú Airport,VE,America/Caracas
ICC,Andrés Miguel Salazar Marcano Airport,VE,America/Port_of_Spain
ICI,Cicia Airport,FJ,Pacific/Fiji
ICK,Nieuw Nickerie Airport,SR,America/Paramaribo
ICN,Incheon International Airport,KR,Asia/Seoul
ICS,Cascade Airport,US,America/Boise
ICT,Wichita Eisenhower National Airport,US,America/Chicago
ICY,Icy Bay Airport,US,America/Yakutat
IDA,Idaho Falls Regional Airport,US,America/Boise
IDB,Idre Airport,SE,Europe/Stockholm
IDF,Idiofa Airport,CD,Africa/Kinshasa
IDH,Idaho County Airport,US,America/Boise
IDI,Indiana County/Jimmy Stewart Fld/ Airport,US,America/Toronto
IDK,Indulkana Airport,AU,Australia/Adelaide
IDN,Indagen Airport,PG,Pacific/Port_Moresby
IDO,Santa Izabel do Morro Airport,BR,America/Araguaina
IDP,Independence Municipal Airport,US,America/Belize
IDR,Devi Ahilyabai Holkar Airport,IN,Asia/Kolkata
IDY,Île d'Yeu Airport,FR,Europe/Jersey
IEG,Zielona Góra-Babimost Airport,PL,Europe/Warsaw
IEJ,Iejima Airport,JP,Asia/Tokyo
IES,Riesa-Göhlis Airport,DE,Europe/Berlin
IEV,Kiev Zhuliany International Airport,UA,Europe/Kiev
IFA,Iowa Falls Municipal Airport,US,America/Chicago
IFF,Iffley Airport,AU,Australia/Brisbane
IFH,Hesa Airport,IR,Asia/Tehran
IFJ,Ísafjörður Airport,IS,Atlantic/Reykjavik
IFL,Innisfail Airport,AU,Australia/Brisbane
IFN,Esfahan Shahid Beheshti International Airport,IR,Asia/Tehran
IFO,Ivano-Frankivsk International Airport,UA,Europe/Uzhgorod
IFP,Laughlin Bullhead International Airport,US,America/Phoenix
IGA,Inagua Airport,BS,America/Nassau
IGB,Cabo F.A.A. H. R. Bordón Airport,AR,America/Argentina/Salta
IGD,Iğdır Airport,TR,Asia/Yerevan
IGE,Tchongorove Airport,GA,Africa/Libreville
IGG,Igiugig Airport,US,America/Anchorage
IGH,Ingham Airport,AU,Australia/Brisbane
IGL,Çiğli Airport,TR,Europe/Istanbul
IGM,Kingman Airport,US,America/Phoenix
IGO,Chigorodó Jaime Ortiz Betancourt Airport,CO,America/Bogota
IGR,Cataratas Del Iguazú International Airport,AR,America/Argentina/Cordoba
IGS,Ingolstadt Manching Airport,DE,Europe/Vaduz
IGT,Magas Airport,RU,Asia/Tbilisi
IGU,Cataratas International Airport,BR,America/Sao_Paulo
IHC,Inhaca Airport,MZ,Africa/Maputo
IHN,Qishn Airport,YE,Asia/Aden
IHO,Ihosy Airport,MG,Indian/Antananarivo
IHR,Iranshahr Airport,IR,Asia/Muscat
IHU,Ihu Airport,PG,Pacific/Port_Moresby
IIA,Inishmaan Aerodrome,IE,Europe/Dublin
IIL,Ilam Airport,IR,Asia/Baghdad
IIS,Nissan Island Airport,PG,Pacific/Port_Moresby
IJK,Izhevsk Airport,RU,Europe/Samara
IJU,Ijuí Airport,BR,America/Sao_Paulo
IKA,Imam Khomeini International Airport,IR,Asia/Tehran
IKB,Wilkes County Airport,US,America/Kentucky/Monticello
IKI,Iki Airport,JP,Asia/Tokyo
IKK,Greater Kankakee Airport,US,America/Chicago
IKL,Ikela Airport,CD,Africa/Kinshasa
IKO,Nikolski Air Station,US,America/Adak
IKP,Inkerman Airport,AU,Australia/Brisbane
IKS,Tiksi Airport,RU,Asia/Yakutsk
IKT,Irkutsk Airport,RU,Asia/Irkutsk
IKU,Issyk-Kul International Airport,KG,Asia/Almaty
ILA,Illaga Airport,ID,Asia/Jayapura
ILD,Lleida-Alguaire Airport,ES,Europe/Andorra
ILF,Ilford Airport,CA,America/Winnipeg
ILG,New Castle Airport,US,America/New_York
ILI,Iliamna Airport,US,America/Anchorage
ILK,Atsinanana Airport,MG,Indian/Antananarivo
ILL,Willmar Municipal -John L Rice Field,US,America/Rainy_River
ILM,Wilmington International Airport,US,America/New_York
ILN,Wilmington Airpark,US,America/Indiana/Vevay
ILO,Iloilo International Airport,PH,Asia/Manila
ILP,Île des Pins Airport,NC,Pacific/Noumea
ILQ,Ilo Airport,PE,America/Lima
ILR,Ilorin International Airport,NG,Africa/Lagos
ILU,Kilaguni Airport,KE,Africa/Nairobi
ILY,Islay Airport,GB,Europe/London
ILZ,Žilina Airport,SK,Europe/Bratislava
IMB,Imbaimadai Airport,GY,America/Guyana
IMD,Imonda Airport,PG,Asia/Jayapura
IMF,Imphal Airport,IN,Asia/Kolkata
IMG,Inhaminga Airport,MZ,Africa/Blantyre
IMK,Simikot Airport,NP,Asia/Kathmandu
IML,Imperial Municipal Airport,US,America/Denver
IMM,Immokalee Regional Airport,US,America/Havana
IMN,Imane Airport,PG,Pacific/Port_Moresby
IMO,Zemio Airport,CF,Africa/Bangui
IMP,Prefeito Renato Moreira Airport,BR,America/Araguaina
IMT,Ford Airport,US,America/Menominee
INA,Inta Airport,RU,Europe/Moscow
INB,Independence Airport,BZ,America/Belize
INC,Yinchuan Hedong International Airport,CN,Asia/Chongqing
IND,Indianapolis International Airport,US,America/Indiana/Indianapolis
INF,In Guezzam Airport,DZ,Africa/Algiers
INH,Inhambane Airport,MZ,Africa/Maputo
INI,Nis Airport,RS,Europe/Belgrade
INJ,Injune Airport,AU,Australia/Brisbane
INK,Winkler County Airport,US,America/Ojinaga
INL,Falls International Airport,US,America/Chicago
INM,Innamincka Airport,AU,Australia/Adelaide
INN,Innsbruck Airport,AT,Europe/Vienna
INO,Inongo Airport,CD,Africa/Kinshasa
INQ,Inisheer Aerodrome,IE,Europe/Dublin
INS,Creech Air Force Base,US,Asia/Shanghai
INT,Smith Reynolds Airport,US,America/New_York
INU,Nauru International Airport,NR,Pacific/Nauru
INV,Inverness Airport,GB,Europe/London
INW,Winslow Lindbergh Regional Airport,US,America/Phoenix
INX,Inanwatan Airport,ID,Asia/Jayapura
INY,Inyati Airport,ZA,Africa/Johannesburg
INZ,In Salah Airport,DZ,Africa/Algiers
IOA,Ioannina Airport,GR,Europe/Athens
IOK,Iokea Airport,PG,Pacific/Port_Moresby
IOM,Isle of Man Airport,IM,Europe/Isle_of_Man
ION,Impfondo Airport,CG,Africa/Brazzaville
IOP,Ioma Airport,PG,Pacific/Port_Moresby
IOR,Inishmore Aerodrome,IE,Europe/Dublin
IOS,Bahia - Jorge Amado Airport,BR,America/Bahia
IOU,Edmond Cané Airport,NC,Pacific/Noumea
IOW,Iowa City Municipal Airport,US,America/Chicago
IPA,Ipota Airport,VU,Pacific/Efate
IPC,Mataveri Airport,CL,Pacific/Easter
IPE,Ipil Airport,PH,Asia/Manila
IPG,Ipiranga Airport,BR,America/Manaus
IPH,Sultan Azlan Shah Airport,MY,Asia/Kuala_Lumpur
IPI,San Luis Airport,CO,America/Bogota
IPL,Imperial County Airport,US,America/Los_Angeles
IPN,Usiminas Airport,BR,America/Sao_Paulo
IPT,Williamsport Regional Airport,US,America/New_York
IPU,Ipiaú Airport,BR,America/Bahia
IPZ,San Isidro del General Airport,CR,Europe/Berlin
IQA,Al Asad Air Base,IQ,Asia/Baghdad
IQM,Qiemo Yudu Airport,CN,Asia/Urumqi
IQN,Qingyang Airport,CN,Asia/Chongqing
IQQ,Diego Aracena Airport,CL,America/Santiago
IQT,Coronel FAP Francisco Secada Vignetta International Airport,PE,America/Lima
IRA,Ngorangora Airport,SB,Pacific/Guadalcanal
IRB,Iraan Municipal Airport,US,America/Ojinaga
IRC,Circle City /New/ Airport,US,America/Anchorage
IRD,Ishurdi Airport,BD,Asia/Dhaka
IRE,Irecê Airport,BR,America/Bahia
